,Molecule ChEMBL ID,Molecule Name,Molecule Max Phase,Molecular Weight,#RO5 Violations,AlogP,Compound Key,Smiles,Standard Type,Standard Relation,Standard Value,Standard Units,pChEMBL Value,Data Validity Comment,Comment,Uo Units,Ligand Efficiency BEI,Ligand Efficiency LE,Ligand Efficiency LLE,Ligand Efficiency SEI,Potential Duplicate,Assay ChEMBL ID,Assay Description,Assay Type,BAO Format ID,BAO Label,Assay Organism,Assay Tissue ChEMBL ID,Assay Tissue Name,Assay Cell Type,Assay Subcellular Fraction,Assay Parameters,Assay Variant Accession,Assay Variant Mutation,Target ChEMBL ID,Target Name,Target Organism,Target Type,Document ChEMBL ID,Source ID,Source Description,Document Journal,Document Year,Cell ChEMBL ID,Properties,Action Type,Standard Text Value
60,CHEMBL1946337,,,432.5,1.0,5.97,16,COc1ccc(Nc2ncc3nc(Nc4ccccc4F)n(C4CCCCC4)c3n2)cc1,IC50,'=',2900.0,nM,5.54,,,UO_0000065,12.8,0.24,-0.43,7.2,0,CHEMBL1947746,Inhibition of full length Hexa-His-tagged JNK1 using GST-tagged cJun and [gamma33P]ATP as substrate after 60 mins by scintillation counting,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1944604,1,Scientific Literature,Bioorg Med Chem Lett,2012.0,,,,
62,CHEMBL2376930,,,476.97,0.0,3.88,6d,O=C(NCCN1CCOCC1)c1ccnc(-n2ncc3cc(Nc4ccccc4Cl)ccc32)c1,IC50,'=',2300.0,nM,5.64,,,UO_0000065,11.82,0.23,1.76,6.69,0,CHEMBL2379719,Inhibition of JNK1 (unknown origin)-mediated ATF2 Thr71 phosphorylation by HTRF assay,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2375283,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
63,CHEMBL2392825,,,546.72,1.0,2.71,7a,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3ccc4c(N5CCC(S(C)(=O)=O)CC5)cccc43)n2)CC1,IC50,'=',3.0,nM,8.52,,,UO_0000065,15.59,0.31,5.81,6.75,0,CHEMBL2393735,Inhibition of human JNK1alpha1 using GST-tagged ATF2 as substrate preincubated for 10 mins prior to substrate addition measured after 30 mins by microplate scintillation counting analysis,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2390842,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
64,CHEMBL222008,,,440.91,0.0,3.19,15a,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccc(Cl)c3)n2)cc1,IC50,'=',1180.0,nM,5.93,,,UO_0000065,,,,,0,CHEMBL853925,Inhibition of JNK1 by ATF2 phosphorylation assay,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139733,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
65,CHEMBL220865,,,400.46,0.0,1.93,8d,CCOc1nc(C(=O)NCc2ccc(S(C)(=O)=O)cc2)cc(N)c1/C=C/C#N,IC50,'=',410.0,nM,6.39,,,UO_0000065,,,,,0,CHEMBL853925,Inhibition of JNK1 by ATF2 phosphorylation assay,F,BAO_0000019,assay format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1139733,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
66,CHEMBL1923199,,,423.39,1.0,5.89,10l,NC(=O)c1ccccc1Nc1cc(Oc2cccc3ccccc23)ncc1C(F)(F)F,IC50,'=',650.0,nM,6.19,,,UO_0000065,14.61,0.27,0.3,8.01,0,CHEMBL1925288,Inhibition of JNK1 using biotinylated-ATF2 as substrate by HTRF assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1921763,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
68,CHEMBL3674701,,,542.69,1.0,3.02,BDBM102579,N#CCC(=O)N1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](CN4CC[C@H](O)C4)CC3)n2)CC1,IC50,'=',55.5,nM,7.26,,220147,UO_0000065,13.37,0.25,4.24,6.39,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
69,CHEMBL3674714,,,510.66,1.0,3.1,BDBM102592,CC(=O)N1CCN(c2cccc3c2ccn3-c2ccnc(N[C@H]3CC[C@H](CS(C)(=O)=O)CC3)n2)CC1,IC50,'=',163.8,nM,6.79,,220160,UO_0000065,13.29,0.26,3.69,6.76,0,CHEMBL3705344,In Vitro Inhibition Assay: JNK activity was measured by phosphorylation of GST-ATF2 (19-96) with [gamma-33P] ATP.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638640,37,BindingDB Database,,2013.0,,,,
71,CHEMBL467581,GSK-2219385A,,520.57,1.0,3.52,13,COc1cc(C)c(N(C)C(=O)CN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,IC50,'=',10000.0,nM,5.0,,,UO_0000065,9.6,0.18,1.48,3.53,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
72,CHEMBL461876,,,518.55,1.0,3.14,23,COc1cc2c(cc1Nc1nc(Nc3cccc(F)c3C(N)=O)c3cc[nH]c3n1)N(C(=O)CN(C)C)CC2,IC50,'=',1585.0,nM,5.8,,,UO_0000065,11.18,0.21,2.66,4.1,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
73,CHEMBL515036,,,491.57,0.0,4.49,7,COc1cc(C)c(CCCN(C)C)cc1Nc1nc(Nc2cccc(F)c2C(N)=O)c2cc[nH]c2n1,IC50,'=',501.0,nM,6.3,,,UO_0000065,12.82,0.24,1.81,5.2,0,CHEMBL1033173,Inhibition of His-tagged JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1154536,1,Scientific Literature,Bioorg Med Chem Lett,2009.0,,,,
74,CHEMBL194806,,,445.95,1.0,5.11,4j,O=C(NC1CCNCC1)c1cccc(-c2n[nH]c3cc(Nc4ccccc4Cl)ccc23)c1,IC50,'=',71.0,nM,7.15,,,UO_0000065,16.03,0.31,2.04,8.74,0,CHEMBL881400,Inhibitory concentration against c-Jun N-terminal kinase 1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143651,1,Scientific Literature,Bioorg Med Chem Lett,2005.0,,,,
75,CHEMBL1682018,,,360.4,0.0,3.13,48,N#Cc1csc(NC(=O)Cc2cccc3cnccc23)c1-c1ncn[nH]1,IC50,'=',11.0,nM,7.96,,,UO_0000065,22.08,0.42,4.83,7.41,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
76,CHEMBL1682020,,,369.84,0.0,3.92,50,O=C(Cc1cccc2ncccc12)Nc1scc(Cl)c1-c1ncn[nH]1,IC50,'=',15.0,nM,7.82,,,UO_0000065,21.15,0.43,3.9,9.36,0,CHEMBL1686760,Inhibition of recombinant JNK1 after 60 mins by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1681717,1,Scientific Literature,Bioorg Med Chem Lett,2011.0,,,,
77,CHEMBL208095,,,291.74,0.0,2.3,14b,CCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,IC50,'=',2780.0,nM,5.56,,,UO_0000065,19.04,0.38,3.26,11.33,0,CHEMBL866909,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147685,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
78,CHEMBL210222,,,262.31,0.0,1.92,6d,CCOc1nc(NC(=O)CC(C)C)cc(N)c1C#N,IC50,'=',1400.0,nM,5.85,,,UO_0000065,22.32,0.42,3.93,5.79,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
79,CHEMBL209082,,,248.29,0.0,1.53,6c,CCOc1nc(NC(=O)C(C)C)cc(N)c1C#N,IC50,'=',4000.0,nM,5.4,,,UO_0000065,21.74,0.41,3.87,5.34,0,CHEMBL860181,Inhibition of JNK1-mediated ATF2 phosphorylation,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1148638,1,Scientific Literature,J Med Chem,2006.0,,,,
81,CHEMBL377746,,,305.77,0.0,3.12,7c,CCCCc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,IC50,'=',520.0,nM,6.28,,,UO_0000065,20.55,0.41,3.16,10.46,0,CHEMBL866909,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147685,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
82,CHEMBL207253,,,305.77,0.0,2.69,14c,CCCOn1c2ccc(Cl)cc2c(=O)c2c(C)nn(C)c21,IC50,'=',5430.0,nM,5.26,,,UO_0000065,17.22,0.34,2.58,10.73,0,CHEMBL866909,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147685,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
83,CHEMBL207400,,,317.65,0.0,2.8,2,Cn1nc(C(F)(F)F)c2c(=O)c3cc(Cl)ccc3n(O)c21,IC50,'=',980.0,nM,6.01,,,UO_0000065,18.92,0.39,3.21,10.01,0,CHEMBL866909,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147685,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
84,CHEMBL425771,,,334.76,0.0,1.46,7m,CC(=O)NCCc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,IC50,'=',780.0,nM,6.11,,,UO_0000065,18.25,0.36,4.65,6.85,0,CHEMBL866909,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147685,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
85,CHEMBL381696,,,307.74,0.0,1.97,7h,COCCc1nn(C)c2c1c(=O)c1cc(Cl)ccc1n2O,IC50,'=',2410.0,nM,5.62,,,UO_0000065,18.26,0.37,3.65,8.11,0,CHEMBL866909,Inhibition of JNK1,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1147685,1,Scientific Literature,Bioorg Med Chem Lett,2006.0,,,,
87,CHEMBL220811,,,407.46,0.0,1.93,19,CS(=O)(=O)c1ccc(CNC(=O)c2cc(N)c(C#N)c(-c3cccnc3)n2)cc1,IC50,'=',319.89,nM,6.5,,,UO_0000065,15.94,0.31,4.56,4.68,0,CHEMBL990582,Inhibition of JNK1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1149794,1,Scientific Literature,Eur J Med Chem,2008.0,,,,
88,CHEMBL1767286,,,320.37,0.0,2.05,"59, BI-98H10",COc1cc(CC(=O)Nc2sccc2C(N)=O)cc(OC)c1,IC50,'=',3100.0,nM,5.51,,,UO_0000065,17.19,0.34,3.46,6.08,0,CHEMBL1768207,Inhibition of JNK1 by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1764959,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,
89,CHEMBL1767254,,,316.41,0.0,3.24,"25, BI-98F10",NC(=O)c1ccsc1NC(=O)Cc1csc2ccccc12,IC50,'=',4620.0,nM,5.33,,,UO_0000065,16.86,0.35,2.1,7.39,0,CHEMBL1768208,Displacement of biotin-labeled JIP1 peptide from JNK1 by DELFIA assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1764959,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,
90,CHEMBL1767274,,,344.31,0.0,2.93,"47, BI-101B4",NC(=O)c1ccsc1NC(=O)Cc1ccc(OC(F)(F)F)cc1,IC50,'=',5800.0,nM,5.24,,,UO_0000065,15.21,0.31,2.31,6.43,0,CHEMBL1768207,Inhibition of JNK1 by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1764959,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,
91,CHEMBL1765112,,,278.31,0.0,2.17,"30, BI-101A5",NC(=O)c1ccsc1NC(=O)Cc1cccc(F)c1,IC50,'=',9400.0,nM,5.03,,,UO_0000065,18.06,0.36,2.86,6.96,0,CHEMBL1768207,Inhibition of JNK1 by TR-FRET assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1764959,1,Scientific Literature,Bioorg Med Chem,2011.0,,,,
97,CHEMBL573578,,,331.42,0.0,3.91,NM-PP1,CC(C)(C)n1nc(Cc2cccc3ccccc23)c2c(N)ncnc21,IC50,'=',250.0,nM,6.6,,Antagonist,UO_0000065,19.92,0.36,2.69,9.48,0,CHEMBL1061939,Inhibition of JNK-M108A in the presence of 20uM ATP,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1150976,1,Scientific Literature,Biochem J,2007.0,,,ANTAGONIST,
98,CHEMBL2420573,,,455.56,0.0,4.41,36,O=C(NC1(c2ccccc2)CCC1)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1,IC50,'=',77.0,nM,7.11,,,UO_0000065,15.61,0.29,2.7,7.77,0,CHEMBL2424261,Inhibition of human recombinant histidine-tagged full-length JNK1 expressed in insect cells using GST-tagged MAP2K7 as substrate after 1 hr by luminescence plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2417377,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
99,CHEMBL2420560,,,429.52,0.0,4.09,23,C[C@H](NC(=O)c1ccc2nc(N[C@H]3CC[C@H](O)CC3)c3nccn3c2c1)c1ccccc1,IC50,'=',1980.0,nM,5.7,,,UO_0000065,13.28,0.24,1.61,6.23,0,CHEMBL2424261,Inhibition of human recombinant histidine-tagged full-length JNK1 expressed in insect cells using GST-tagged MAP2K7 as substrate after 1 hr by luminescence plate reader analysis,B,BAO_0000219,cell-based format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2417377,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
100,CHEMBL243088,,,322.32,0.0,3.37,3,O=C(O)c1ccccc1Nc1ccnc(Nc2cccc(O)c2)n1,IC50,'=',25.0,nM,7.6,,,UO_0000065,23.59,0.43,4.23,7.08,1,CHEMBL3751430,Inhibition of JNK1alpha1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3745672,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,,
101,CHEMBL3746959,,,479.49,0.0,4.1,15,Cn1c(=O)c(Oc2ccc(F)cc2F)cc2cnc(Nc3ccc(N4CCC(O)CC4)cc3)nc21,IC50,'=',3790.0,nM,5.42,,,UO_0000065,11.31,0.21,1.32,5.86,0,CHEMBL3751431,Inhibition of JNK1 (unknown origin),B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3745672,1,Scientific Literature,Bioorg Med Chem Lett,2016.0,,,,
104,CHEMBL571626,,,407.46,0.0,2.84,9e,CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(-n4ccnn4)cc3)n2)cc1,IC50,'=',16.0,nM,7.8,,,UO_0000065,19.13,0.37,4.96,6.8,0,CHEMBL1042601,Inhibition of JNK1 by time resolved fluorescence assay,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1156783,1,Scientific Literature,J Med Chem,2010.0,,,,
105,CHEMBL88486,,,376.46,1.0,5.29,1,C[S+]([O-])c1ccc(-c2cc(-c3ccncc3)c(-c3ccc(F)cc3)[nH]2)cc1,IC50,'=',16000.0,nM,4.8,,,UO_0000065,12.74,0.24,-0.49,9.27,0,CHEMBL820300,Inhibition of c-Jun N-terminal kinase 1-alpha 1,B,BAO_0000357,single protein format,,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1130598,1,Scientific Literature,Bioorg Med Chem Lett,1998.0,,,,
106,CHEMBL2425655,,,387.47,0.0,1.48,1,CS(=O)(=O)N[C@H]1CC[C@H](Nc2nccc(-n3nnc4ccccc43)n2)CC1,IC50,'=',24.0,nM,7.62,,,UO_0000065,19.67,0.39,6.14,6.64,0,CHEMBL2429340,Inhibition of human JNK1 assessed as inhibition of GST-tagged ATF2 (19 to 96) phosphorylation incubated for 10 mins prior to substrate addition measured after 30 mins by scintillation counting analysis in presence of [gamma-33P]-ATP,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL2424622,1,Scientific Literature,Bioorg Med Chem Lett,2013.0,,,,
107,CHEMBL3679578,,,550.32,2.0,5.43,BDBM100599,COC(=O)c1c(CNC(=O)c2ccc(Cl)c(Cl)c2)c(=O)c2ccc(C(F)(F)F)nc2n1-c1ccccc1,IC50,'=',170.0,nM,6.77,,217810,UO_0000065,12.3,0.25,1.34,7.5,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
110,CHEMBL243517,,,320.35,0.0,3.97,8h,Cc1cccc(Nc2nccc(Nc3ccccc3C(=O)O)n2)c1,IC50,'=',157.0,nM,6.8,,,UO_0000065,21.24,0.39,2.83,7.81,0,CHEMBL905885,Inhibition at human JNK1 at 1uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143787,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,
111,CHEMBL438515,,,324.32,0.0,3.8,8e,O=C(O)c1ccccc1Nc1ccnc(Nc2ccccc2F)n1,IC50,'=',35.0,nM,7.46,,,UO_0000065,22.99,0.42,3.66,8.56,0,CHEMBL905885,Inhibition at human JNK1 at 1uM,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL1143787,1,Scientific Literature,Bioorg Med Chem Lett,2007.0,,,,
112,CHEMBL3679422,,,542.0,1.0,4.46,BDBM100438,O=C(NCc1c(-c2ncco2)n(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccnc(N2CCOCC2)c1,IC50,'=',7.0,nM,8.15,,217653,UO_0000065,15.05,0.29,3.69,7.96,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
113,CHEMBL3679427,,,540.02,2.0,5.61,BDBM100443,O=C(NCc1c(-c2ncco2)n(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccc(N2CCCCC2)nc1,IC50,'=',14.0,nM,7.85,,217658,UO_0000065,14.54,0.28,2.24,8.42,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
114,CHEMBL3679433,,,546.03,1.0,3.51,BDBM100449,CN(C)C(=O)c1c(CNC(=O)c2ccc(N3CCOCC3)nc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',35.0,nM,7.46,,217664,UO_0000065,13.65,0.26,3.95,7.7,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
115,CHEMBL3679452,,,458.95,0.0,4.57,BDBM100472,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1ccnc(N2CCCC2)c1,IC50,'=',38.0,nM,7.42,,217683,UO_0000065,16.17,0.31,2.85,11.04,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
116,CHEMBL3679457,,,454.92,0.0,4.76,BDBM100477,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1cnn(-c2ccccc2)c1,IC50,'=',72.0,nM,7.14,,217688,UO_0000065,15.7,0.3,2.38,10.36,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
117,CHEMBL3679458,,,525.99,1.0,4.79,BDBM100478,COc1cccc(Cn2ccc(C(=O)NCc3cn(-c4ccccc4)c4cc(Cl)ccc4c3=O)cc2=O)c1,IC50,'=',72.0,nM,7.14,,217689,UO_0000065,13.58,0.26,2.35,8.68,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
118,CHEMBL3679479,,,424.83,0.0,4.85,BDBM100499,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1cccc(F)c1F,IC50,'=',1700.0,nM,5.77,,217710,UO_0000065,13.58,0.26,0.92,11.29,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
119,CHEMBL3679510,,,479.01,1.0,5.02,BDBM100531,O=C(NCc1cn(-c2ccccc2)c2cc(Cl)ccc2c1=O)c1cnc(N2CCCCC2)s1,IC50,'=',16.0,nM,7.8,,217742,UO_0000065,16.27,0.32,2.78,11.6,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
120,CHEMBL3679528,,,524.98,1.0,3.76,BDBM100549,COC(=O)c1c(CNC(=O)c2ccc(S(C)(=O)=O)cc2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',4.0,nM,8.4,,217760,UO_0000065,16.0,0.32,4.64,7.53,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
121,CHEMBL3679565,,,447.88,0.0,3.76,BDBM100586,COC(=O)c1c(CNC(=O)c2ccccn2)c(=O)c2ccc(Cl)cc2n1-c1ccccc1,IC50,'=',100.0,nM,7.0,,217797,UO_0000065,15.63,0.3,3.24,7.75,0,CHEMBL3705299,In Vitro Enzyme Assay: In vitro JNK1 assay.,B,BAO_0000357,single protein format,Homo sapiens,,,,,,,,CHEMBL2276,c-Jun N-terminal kinase 1,Homo sapiens,SINGLE PROTEIN,CHEMBL3638467,37,BindingDB Database,,2013.0,,,,
